Simulation Run Number	T-R Separation Distance (m)	Time Delay (ns)	Received Power (dBm)	 Phase (rad)	Azimuth AoD (degree)	Elevation AoD (degree)	Azimuth AoA (degree)	Elevation AoA (degree)	Path Loss (dB)	RMS Delay Spread (ns)	
           37.0	           72.1	                 273	            -79.5	          4.6	            319	             -1.3	            135.7	                3	            109.4	              7.9
           37.0	           72.1	                 278	            -94.1	          3.6	            329	             -3.8	            165.8	               -7	            124.0	              6.9
           37.0	           72.1	                 408	           -118.4	          1.6	            330	             -1.7	            163.9	               22	            139.7	             57.9
           37.0	           72.1	                 411	           -106.1	          5.3	            306	             -3.0	            145.8	              -18	            135.9	             33.5
           37.0	           72.1	                 413	           -112.8	          1.7	            323	             -4.2	            145.2	                1	            119.6	             27.6
           37.0	           72.1	                 544	           -134.0	          1.3	            324	             -5.7	            159.5	              -18	            139.2	             28.4
           37.0	           72.1	                 549	           -135.0	          2.2	            328	             -0.4	            142.9	              -13	            114.2	              1.5
           37.0	           72.1	                 551	           -148.9	          5.1	            326	             -0.1	            159.4	               31	            140.1	             21.6
           37.0	           72.1	                 553	           -138.7	          0.8	            310	             -7.1	            140.2	                6	            127.1	              6.2
           37.0	           72.1	                 556	           -149.6	          2.5	            307	             -4.9	            138.3	               10	            135.1	              9.0
           37.0	           72.1	                 559	           -139.3	          1.6	            310	             -8.7	            164.0	              -17	            154.5	             57.3
           37.0	           72.1	                 564	           -144.8	          0.9	            311	             -4.0	            141.1	               -4	            127.5	              5.3
           37.0	           72.1	                 567	           -138.2	          4.3	            325	             -7.1	            142.9	               -1	            120.7	             26.9
           37.0	           72.1	                 570	           -141.1	          4.3	            314	             -7.1	            147.1	               -6	            136.6	             16.4
           37.0	           72.1	                 573	           -143.1	          1.1	            305	             -7.0	            139.8	                3	            139.1	             17.5
           37.0	           72.1	                 577	           -149.3	          0.3	            315	             -7.5	            158.7	                4	            139.2	             16.5
           37.0	           72.1	                 580	           -142.0	          6.2	            318	             -1.1	            147.2	               13	            125.5	             12.0
           37.0	           72.1	                 584	           -143.1	          0.7	            315	             -3.6	            147.2	                3	            127.8	             19.9
           37.0	           72.1	                 587	           -143.4	          5.8	            313	             -2.3	            145.8	                5	            127.5	             12.5
           37.0	           72.1	                 590	           -149.5	          3.7	            301	             -8.4	            130.4	                1	            143.1	             11.9
           37.0	           72.1	                 594	           -151.9	          4.1	            319	             -1.3	            160.8	               -5	            132.0	              7.8
           37.0	           72.1	                 597	           -151.3	          3.1	            316	             -5.2	            125.5	                4	            125.3	              4.5
           37.0	           72.1	                 601	           -154.1	          6.3	            308	             -4.6	            160.5	               -6	            139.5	              8.1
           37.0	           72.1	                 603	           -147.9	          0.0	            315	             -4.1	            135.3	                9	            117.1	              5.8
           37.0	           72.1	                 608	           -153.8	          1.4	            312	             -4.9	            154.7	                9	            138.5	             15.5
           37.0	           72.1	                 612	           -157.1	          1.1	            320	             -4.4	            148.1	               -3	            127.9	             29.0
           37.0	           72.1	                 616	           -153.6	          0.0	            309	             -2.2	            148.4	               -5	            139.3	             19.0
           37.0	           72.1	                 619	           -156.3	          5.0	            333	             -3.1	            148.2	               -5	            124.9	             20.3
           37.0	           72.1	                 622	           -151.1	          3.2	            346	             -3.2	            144.9	                4	            121.3	              2.5
           37.0	           72.1	                 626	           -155.7	          1.7	            313	             -5.5	            163.7	               -1	            139.4	              7.8
           37.0	           72.1	                 630	           -160.0	          2.5	            318	             -6.7	            161.8	                3	            139.0	             17.2
           37.0	           72.1	                 633	           -150.2	          1.5	            322	             -3.6	            153.1	               11	            123.2	              9.8
           37.0	           72.1	                 637	           -160.0	          5.2	            304	             -6.2	            141.0	                6	            142.7	             27.5
           37.0	           72.1	                 641	           -160.0	          4.3	            311	             -7.1	            150.3	               -1	            136.1	             13.5
           37.0	           72.1	                 645	           -160.0	          2.2	            317	             -3.0	            158.6	               -2	            130.2	              5.6
           37.0	           72.1	                 806	           -160.0	          4.2	            312	             -6.1	            153.2	                7	            139.3	             20.3
           37.0	           72.1	                 809	           -160.0	          1.4	            311	             -3.1	            156.4	              -15	            142.5	             38.3
           37.0	           72.1	                 812	           -160.0	          5.0	            311	             -5.2	            150.8	                5	            139.2	             22.7
           37.0	           72.1	                 817	           -160.0	          3.1	            314	             -4.3	            138.0	              -16	            138.9	             31.2
           37.0	           72.1	                 819	           -160.0	          1.2	            324	             -2.8	            141.2	                0	            115.7	             17.0
           37.0	           72.1	                 823	           -160.0	          5.1	            331	             -4.9	            143.6	               -3	            123.5	             23.3
           37.0	           72.1	                 825	           -160.0	          6.1	            302	             -1.4	            130.8	               19	            162.2	             73.8
           37.0	           72.1	                 831	           -160.0	          3.1	            303	             -5.9	            143.5	               -0	            144.9	             26.4
           37.0	           72.1	                 835	           -160.0	          6.1	            327	             -5.7	            152.9	               -3	            124.4	             13.4
           37.0	           72.1	                 839	           -160.0	          0.0	            312	             -8.0	            134.6	               -1	            123.5	              3.6
           37.0	           72.1	                 843	           -160.0	          4.3	            326	             -5.9	            159.8	                1	            129.8	             21.4
           37.0	           72.1	                 847	           -160.0	          4.3	            303	             -6.1	            156.8	               27	            156.2	             43.3
           37.0	           72.1	                 851	           -160.0	          1.1	            327	             -5.2	            152.4	               -0	            119.7	              7.0
           37.0	           72.1	                 857	           -160.0	          3.3	            316	             -4.7	            127.5	              -11	            141.9	             11.6
           37.0	           72.1	                 861	           -160.0	          0.6	            311	             -0.9	            133.2	              -10	            137.7	              7.5
           37.0	           72.1	                 862	           -160.0	          1.0	            323	             -5.0	            135.5	               21	            139.6	             22.2
           37.0	           72.1	                 868	           -160.0	          6.2	            328	             -7.0	            149.0	               13	            116.9	              2.7
           37.0	           72.1	                 873	           -160.0	          5.4	            319	             -6.6	            155.3	               -5	            130.6	              9.2
           37.0	           72.1	                1074	           -160.0	          5.7	            308	             -5.1	            154.6	               37	            155.0	             41.1
           37.0	           72.1	                1076	           -160.0	          3.1	            322	             -7.1	            142.9	                4	            117.8	             26.2
           37.0	           72.1	                1080	           -160.0	          3.6	            311	             -3.7	            157.4	                1	            134.9	              7.3
           37.0	           72.1	                1083	           -160.0	          5.9	            319	             -8.9	            159.5	               -4	            134.8	              9.6
           37.0	           72.1	                1087	           -160.0	          1.4	            312	             -3.6	            139.6	               -6	            127.4	              5.3
           37.0	           72.1	                1090	           -160.0	          0.1	            312	             -5.7	            141.6	               -8	            135.1	             14.0
           37.0	           72.1	                1093	           -160.0	          3.3	            310	             -4.4	            158.4	                1	            137.3	              8.5
           37.0	           72.1	                1097	           -160.0	          0.9	            304	             -1.9	            141.2	               -7	            145.5	             50.7
           37.0	           72.1	                1101	           -160.0	          3.6	            316	             -2.3	            164.8	                4	            139.8	             11.2
           37.0	           72.1	                1103	           -160.0	          3.8	            305	             -5.0	            136.8	                8	            139.3	             13.5
           37.0	           72.1	                1107	           -160.0	          1.0	            314	             -6.8	            125.0	               -0	            132.3	              4.1
           37.0	           72.1	                1111	           -160.0	          3.8	            320	             -6.5	            151.3	                6	            122.5	              8.6
           37.0	           72.1	                1115	           -160.0	          6.0	            325	             -0.7	            146.5	              -13	            116.2	              1.7
           37.0	           72.1	                1119	           -160.0	          4.4	            317	             -6.4	            151.0	                9	            128.3	             12.7
           37.0	           72.1	                1120	           -160.0	          3.7	            337	             -2.8	            127.1	               12	            142.7	             14.0
           37.0	           72.1	                1126	           -160.0	          1.5	            305	             -6.6	            143.8	               -9	            143.3	             64.6
           37.0	           72.1	                1127	           -160.0	          1.1	            300	             -0.3	            134.3	               28	            162.8	             70.0
           37.0	           72.1	                1134	           -160.0	          1.9	            308	             -2.5	            156.8	               -1	            137.4	              9.1
           37.0	           72.1	                1137	           -160.0	          0.4	            306	             -4.2	            144.8	               14	            141.5	             14.3
           37.0	           72.1	                1141	           -160.0	          4.3	            316	             -0.7	            128.6	                4	            117.0	              5.2
           37.0	           72.1	                1146	           -160.0	          0.2	            315	             -1.3	            146.8	               -6	            132.5	             13.1
           37.0	           72.1	                1149	           -160.0	          6.0	            293	             -0.4	            154.0	              -15	            157.0	             48.3
           37.0	           72.1	                1153	           -160.0	          0.8	            307	             -2.0	            157.6	              -18	            150.8	             73.4
           37.0	           72.1	                1157	           -160.0	          5.7	            303	             -1.8	            132.2	                2	            140.8	             12.6
           37.0	           72.1	                1160	           -160.0	          6.0	            306	             -3.1	            127.7	                6	            141.1	             10.0
           37.0	           72.1	                1165	           -160.0	          6.1	            335	             -4.4	            144.2	                5	            120.5	              5.5
           37.0	           72.1	                1169	           -160.0	          2.4	            304	             -5.2	            152.3	                5	            141.6	             18.7
           37.0	           72.1	                1173	           -160.0	          1.9	            308	             -7.8	            138.2	               -0	            131.4	              5.6
           37.0	           72.1	                1178	           -160.0	          6.0	            309	             -3.1	            155.8	               50	            151.2	             28.2
           38.0	           73.0	                 221	            -83.9	          2.0	            329	             -6.7	            149.3	                7	            111.4	              2.5
           38.0	           73.0	                 224	            -83.6	          2.2	            332	             -6.2	            151.8	                6	            111.0	              3.2
           38.0	           73.0	                 227	            -87.1	          6.0	            325	             -0.5	            139.3	                3	            114.9	             22.2
           38.0	           73.0	                 232	            -81.2	          0.2	            338	             -3.5	            155.7	                2	            110.9	              2.7
           38.0	           73.0	                 236	            -92.2	          0.4	            337	             -3.3	            137.6	                1	            121.9	              3.9
           38.0	           73.0	                 240	            -83.3	          2.7	            339	             -8.9	            184.5	                3	            113.3	              0.6
           38.0	           73.0	                 244	            -93.4	          4.8	            319	             -0.5	            153.2	               19	            123.3	              2.9
           38.0	           73.0	                 249	            -94.0	          1.1	            351	             -4.9	            180.9	               -3	            123.8	              1.9
           38.0	           73.0	                 254	            -81.3	          3.6	            351	             -2.2	            158.7	               -1	            111.3	              1.8
           38.0	           73.0	                 259	            -90.1	          0.2	            355	              0.0	            181.3	               14	            120.0	              0.5
           38.0	           73.0	                 263	            -81.5	          3.6	            318	             -3.2	            157.1	               -5	            111.5	              0.8
           38.0	           73.0	                 269	           -107.4	          4.6	            330	             -2.6	            145.0	              -12	            135.5	             21.2
           38.0	           73.0	                 273	            -87.2	          4.6	            322	             -1.3	            137.9	                3	            114.9	             22.4
           38.0	           73.0	                 278	            -85.9	          3.5	            334	             -3.7	            170.4	               -7	            115.9	              3.3
           38.0	           73.0	                 408	           -107.3	          1.7	            334	             -1.7	            167.3	               22	            135.4	             82.1
           38.0	           73.0	                 411	           -124.6	          5.3	            307	             -3.0	            147.3	              -18	            151.1	             75.0
           38.0	           73.0	                 413	           -114.9	          1.7	            324	             -4.2	            146.5	                1	            120.3	             22.1
           38.0	           73.0	                 544	           -138.6	          1.3	            324	             -5.6	            160.3	              -18	            138.9	             21.9
           38.0	           73.0	                 549	           -139.1	          2.2	            330	             -0.4	            145.8	              -13	            136.5	             20.2
           38.0	           73.0	                 551	           -141.4	          5.2	            328	             -0.1	            162.3	               32	            142.2	             42.9
           38.0	           73.0	                 553	           -142.7	          0.8	            311	             -7.1	            141.3	                6	            135.4	             16.9
           38.0	           73.0	                 556	           -137.2	          2.5	            308	             -4.9	            139.5	               10	            143.5	             28.3
           38.0	           73.0	                 559	           -137.7	          1.5	            311	             -8.7	            164.8	              -17	            147.0	             27.9
           38.0	           73.0	                 564	           -142.9	          0.9	            313	             -4.0	            143.6	               -4	            132.0	             14.1
           38.0	           73.0	                 567	           -137.1	          4.3	            326	             -7.1	            143.8	               -1	            121.9	             22.3
           38.0	           73.0	                 570	           -145.8	          4.3	            315	             -7.1	            148.1	               -6	            124.4	              3.1
           38.0	           73.0	                 573	           -150.2	          1.1	            306	             -7.0	            140.9	                3	            143.7	             26.3
           38.0	           73.0	                 577	           -149.6	          0.3	            316	             -7.5	            159.5	                4	            124.2	              4.7
           38.0	           73.0	                 580	           -148.0	          6.2	            319	             -1.1	            148.1	               13	            128.6	             13.4
           38.0	           73.0	                 584	           -143.8	          0.7	            316	             -3.6	            148.1	                3	            126.7	             15.5
           38.0	           73.0	                 587	           -153.5	          5.8	            314	             -2.3	            146.7	                5	            131.9	             20.6
           38.0	           73.0	                 590	           -148.5	          3.7	            302	             -8.4	            131.6	                1	            149.4	             25.2
           38.0	           73.0	                 594	           -150.5	          4.1	            321	             -1.3	            163.0	               -5	            117.4	              1.6
           38.0	           73.0	                 597	           -133.7	          3.1	            317	             -5.2	            126.6	                4	            135.3	             17.8
           38.0	           73.0	                 601	           -142.3	          6.2	            310	             -4.6	            162.5	               -6	            122.4	              1.6
           38.0	           73.0	                 603	           -158.3	          6.3	            318	             -4.1	            137.8	                9	            123.1	             20.0
           38.0	           73.0	                 608	           -159.7	          1.4	            313	             -4.9	            155.5	                9	            134.9	             15.4
           38.0	           73.0	                 612	           -152.2	          1.1	            323	             -4.4	            150.4	               -3	            119.6	             11.9
           38.0	           73.0	                 616	           -159.1	          0.0	            310	             -2.2	            149.3	               -5	            127.1	              2.8
           38.0	           73.0	                 619	           -154.1	          5.0	            335	             -3.1	            150.7	               -5	            121.0	              4.6
           38.0	           73.0	                 622	           -157.5	          3.2	            348	             -3.2	            147.5	                4	            127.3	             11.3
           38.0	           73.0	                 626	           -150.2	          1.7	            314	             -5.5	            164.3	               -1	            122.2	              1.6
           38.0	           73.0	                 630	           -157.9	          2.5	            319	             -6.7	            162.4	                3	            124.1	              4.2
           38.0	           73.0	                 633	           -153.2	          1.5	            324	             -3.6	            155.4	               11	            122.2	              5.8
           38.0	           73.0	                 637	           -160.0	          5.2	            305	             -6.2	            142.0	                6	            144.6	             27.3
           38.0	           73.0	                 641	           -141.8	          4.3	            312	             -7.1	            151.1	               -1	            123.1	              4.1
           38.0	           73.0	                 645	           -158.5	          2.2	            317	             -3.0	            159.3	               -2	            112.8	              1.0
           38.0	           73.0	                 806	           -160.0	          4.2	            313	             -6.1	            153.8	                7	            132.4	             14.6
           38.0	           73.0	                 809	           -160.0	          1.4	            313	             -3.1	            158.1	              -15	            128.1	              1.8
           38.0	           73.0	                 812	           -160.0	          5.0	            312	             -5.2	            152.5	                5	            129.0	             11.1
           38.0	           73.0	                 817	           -160.0	          3.1	            315	             -4.3	            138.7	              -16	            142.2	              9.0
           38.0	           73.0	                 819	           -160.0	          1.2	            326	             -2.8	            143.1	                0	            118.2	             22.3
           38.0	           73.0	                 823	           -160.0	          5.2	            333	             -4.9	            145.5	               -3	            124.2	              9.4
           38.0	           73.0	                 824	           -160.0	          6.1	            303	             -1.4	            131.7	               19	            163.0	             37.5
           38.0	           73.0	                 831	           -160.0	          3.1	            305	             -5.9	            145.2	               -0	            145.8	             23.2
           38.0	           73.0	                 835	           -160.0	          6.1	            329	             -5.6	            154.6	               -3	            120.8	             15.1
           38.0	           73.0	                 839	           -160.0	          0.1	            313	             -8.0	            135.3	               -1	            134.0	             12.1
           38.0	           73.0	                 843	           -160.0	          4.3	            328	             -5.9	            161.4	                1	            124.8	             18.4
           38.0	           73.0	                 848	           -160.0	          4.3	            305	             -6.2	            158.5	               28	            158.0	             24.6
           38.0	           73.0	                 851	           -160.0	          1.1	            329	             -5.2	            154.1	               -0	            117.3	              9.7
           38.0	           73.0	                 857	           -160.0	          3.3	            316	             -4.7	            128.2	              -11	            141.3	              8.2
           38.0	           73.0	                 861	           -160.0	          0.6	            312	             -0.9	            133.9	              -10	            144.6	              9.7
           38.0	           73.0	                 862	           -160.0	          1.0	            324	             -4.9	            136.2	               21	            141.3	             22.0
           38.0	           73.0	                 868	           -160.0	          6.2	            330	             -6.9	            150.8	               13	            115.6	              2.2
           38.0	           73.0	                 872	           -160.0	          5.4	            319	             -6.6	            155.9	               -5	            113.3	              1.3
           38.0	           73.0	                1074	           -160.0	          5.8	            309	             -5.1	            156.1	               37	            150.7	             11.8
           38.0	           73.0	                1076	           -160.0	          3.1	            323	             -7.1	            144.3	                4	            119.5	             20.9
           38.0	           73.0	                1080	           -160.0	          3.6	            312	             -3.7	            158.6	                1	            119.0	              2.4
           38.0	           73.0	                1083	           -160.0	          5.9	            320	             -8.8	            160.7	               -4	            117.7	              1.5
           38.0	           73.0	                1087	           -160.0	          1.5	            312	             -3.6	            140.1	               -6	            136.2	             13.8
           38.0	           73.0	                1090	           -160.0	          0.1	            314	             -5.7	            142.9	               -8	            138.2	             11.9
           38.0	           73.0	                1093	           -160.0	          3.3	            310	             -4.4	            158.8	                1	            122.5	              3.6
           38.0	           73.0	                1097	           -160.0	          1.0	            304	             -1.9	            141.7	               -7	            154.9	             34.8
           38.0	           73.0	                1101	           -160.0	          3.7	            316	             -2.3	            165.1	                4	            129.3	              3.5
           38.0	           73.0	                1103	           -160.0	          3.8	            306	             -5.0	            138.1	                8	            145.9	             33.7
           38.0	           73.0	                1107	           -160.0	          1.0	            314	             -6.8	            125.6	               -0	            142.4	             21.2
           38.0	           73.0	                1111	           -160.0	          3.8	            321	             -6.5	            152.6	                6	            121.7	             14.6
           38.0	           73.0	                1115	           -160.0	          6.0	            327	             -0.7	            147.9	              -14	            136.4	             18.0
           38.0	           73.0	                1119	           -160.0	          4.4	            317	             -6.4	            151.5	                9	            130.0	             16.4
           38.0	           73.0	                1120	           -160.0	          3.6	            338	             -2.8	            128.6	               12	            138.7	             16.0
           38.0	           73.0	                1127	           -160.0	          1.5	            306	             -6.7	            144.4	               -9	            151.7	             29.2
           38.0	           73.0	                1127	           -160.0	          1.0	            301	             -0.3	            135.0	               28	            163.5	             47.0
           38.0	           73.0	                1134	           -160.0	          1.9	            309	             -2.5	            158.0	               -1	            122.6	              3.5
           38.0	           73.0	                1137	           -160.0	          0.3	            308	             -4.2	            146.1	               14	            145.6	             19.5
           38.0	           73.0	                1141	           -160.0	          4.3	            317	             -0.7	            129.1	                4	            128.5	             15.8
           38.0	           73.0	                1146	           -160.0	          0.2	            315	             -1.3	            147.3	               -6	            124.3	              4.6
           38.0	           73.0	                1149	           -160.0	          6.0	            293	             -0.5	            154.5	              -15	            155.6	             20.0
           38.0	           73.0	                1153	           -160.0	          0.8	            308	             -2.0	            158.7	              -18	            144.9	             11.9
           38.0	           73.0	                1157	           -160.0	          5.7	            304	             -1.8	            132.8	                2	            147.3	             24.1
           38.0	           73.0	                1160	           -160.0	          5.9	            307	             -3.1	            129.0	                6	            150.5	             25.4
           38.0	           73.0	                1165	           -160.0	          6.1	            336	             -4.3	            145.5	                5	            118.0	              5.1
           38.0	           73.0	                1169	           -160.0	          2.4	            305	             -5.2	            152.8	                6	            138.4	             14.9
           38.0	           73.0	                1173	           -160.0	          1.9	            309	             -7.8	            139.5	               -0	            140.0	             19.0
           38.0	           73.0	                1178	           -160.0	          6.0	            310	             -3.1	            157.5	               50	            148.1	              9.9
           39.0	           74.0	                 221	            -80.2	          2.0	            331	             -6.6	            151.4	                7	            106.3	              1.7
           39.0	           74.0	                 224	            -77.2	          2.2	            334	             -6.1	            153.7	                7	            105.8	              1.6
           39.0	           74.0	                 227	            -91.2	          6.0	            327	             -0.5	            141.6	                3	            118.9	             20.9
           39.0	           74.0	                 232	            -87.4	          0.2	            340	             -3.4	            157.2	                2	            113.6	              4.0
           39.0	           74.0	                 236	            -84.4	          0.4	            339	             -3.2	            139.7	                1	            114.3	              1.3
           39.0	           74.0	                 240	            -90.0	          2.7	            344	             -8.6	            188.4	                3	            119.9	              0.9
           39.0	           74.0	                 244	            -86.6	          4.9	            321	             -0.5	            155.2	               20	            116.6	              0.9
           39.0	           74.0	                 249	            -87.9	          1.1	            356	             -4.7	            185.2	               -3	            117.9	              0.5
           39.0	           74.0	                 254	            -86.4	          3.6	            356	             -2.1	            164.4	               -1	            116.4	              0.4
           39.0	           74.0	                 260	            -92.0	          0.3	            359	              0.0	            185.5	               15	            122.0	              0.6
           39.0	           74.0	                 263	            -92.2	          3.6	            320	             -3.2	            158.8	               -5	            122.1	              2.9
           39.0	           74.0	                 269	            -96.5	          4.6	            331	             -2.6	            146.8	              -12	            126.1	             12.5
           39.0	           74.0	                 273	            -92.3	          4.6	            324	             -1.3	            140.0	                3	            119.7	             22.8
           39.0	           74.0	                 278	           -104.9	          3.5	            339	             -3.6	            174.7	               -8	            133.2	             23.5
           39.0	           74.0	                 408	           -108.2	          1.7	            337	             -1.6	            170.6	               23	            135.3	             90.8
           39.0	           74.0	                 411	           -105.7	          5.3	            309	             -3.1	            148.8	              -18	            135.6	             12.7
           39.0	           74.0	                 413	           -115.5	          1.7	            325	             -4.2	            147.7	                1	            119.7	             16.3
           39.0	           74.0	                 544	           -133.2	          1.3	            325	             -5.6	            161.1	              -19	            140.8	             29.0
           39.0	           74.0	                 549	           -141.0	          2.2	            333	             -0.4	            148.6	              -13	            127.5	             11.8
           39.0	           74.0	                 552	           -138.5	          5.2	            331	             -0.1	            165.1	               32	            139.9	             27.0
           39.0	           74.0	                 553	           -148.5	          0.8	            312	             -7.1	            142.3	                6	            140.7	             25.6
           39.0	           74.0	                 556	           -138.0	          2.4	            310	             -4.9	            140.6	               10	            147.9	             43.9
           39.0	           74.0	                 558	           -136.7	          1.5	            312	             -8.7	            165.6	              -17	            156.0	             89.3
           39.0	           74.0	                 564	           -138.8	          0.9	            316	             -4.0	            146.2	               -4	            137.1	             23.7
           39.0	           74.0	                 567	           -147.5	          4.3	            326	             -7.1	            144.7	               -1	            122.4	             19.4
           39.0	           74.0	                 570	           -144.5	          4.3	            316	             -7.0	            149.0	               -6	            137.2	             15.8
           39.0	           74.0	                 573	           -145.4	          1.1	            307	             -7.0	            142.0	                3	            143.2	             22.4
           39.0	           74.0	                 577	           -142.7	          0.3	            317	             -7.5	            160.2	                4	            134.2	             16.9
           39.0	           74.0	                 580	           -160.0	          6.2	            320	             -1.1	            149.0	               13	            125.1	              9.0
           39.0	           74.0	                 584	           -141.5	          0.7	            317	             -3.6	            149.0	                3	            133.8	             27.6
           39.0	           74.0	                 587	           -154.8	          5.8	            315	             -2.3	            147.6	                5	            135.6	             26.2
           39.0	           74.0	                 590	           -144.2	          3.7	            303	             -8.5	            132.7	                1	            149.3	             26.7
           39.0	           74.0	                 594	           -136.4	          4.1	            324	             -1.3	            165.1	               -5	            129.0	              7.2
           39.0	           74.0	                 597	           -147.8	          3.1	            318	             -5.2	            127.7	                4	            143.6	             17.6
           39.0	           74.0	                 601	           -150.3	          6.2	            312	             -4.6	            164.6	               -6	            132.9	              4.2
           39.0	           74.0	                 603	           -147.3	          6.3	            320	             -4.1	            140.4	                9	            127.3	             22.2
           39.0	           74.0	                 609	           -145.2	          1.5	            314	             -4.9	            156.3	                9	            135.1	             13.2
           39.0	           74.0	                 612	           -150.5	          1.1	            325	             -4.4	            152.8	               -3	            124.4	             20.1
           39.0	           74.0	                 616	           -156.8	          0.0	            311	             -2.2	            150.2	               -5	            140.8	             25.5
           39.0	           74.0	                 619	           -158.8	          5.0	            337	             -3.0	            153.1	               -5	            122.4	              5.8
           39.0	           74.0	                 622	           -147.1	          3.2	            351	             -3.1	            150.0	                4	            134.0	              8.4
           39.0	           74.0	                 626	           -159.4	          1.7	            315	             -5.5	            164.9	               -1	            132.3	              4.9
           39.0	           74.0	                 630	           -160.0	          2.5	            320	             -6.7	            163.0	                3	            132.7	             15.1
           39.0	           74.0	                 634	           -160.0	          1.5	            326	             -3.6	            157.6	               11	            116.8	              4.8
           39.0	           74.0	                 637	           -158.0	          5.2	            306	             -6.2	            142.9	                6	            143.9	             23.8
           39.0	           74.0	                 641	           -160.0	          4.3	            313	             -7.1	            151.9	               -1	            135.6	             17.9
           39.0	           74.0	                 644	           -152.4	          2.2	            318	             -3.0	            160.0	               -2	            123.3	              3.1
           39.0	           74.0	                 806	           -160.0	          4.2	            313	             -6.1	            154.5	                7	            135.1	             12.9
           39.0	           74.0	                 809	           -160.0	          1.4	            315	             -3.2	            159.8	              -16	            138.8	             23.2
           39.0	           74.0	                 812	           -160.0	          5.0	            314	             -5.2	            154.1	                5	            134.5	             18.8
           39.0	           74.0	                 817	           -160.0	          3.1	            315	             -4.3	            139.5	              -16	            147.5	             76.2
           39.0	           74.0	                 819	           -160.0	          1.2	            327	             -2.8	            144.9	                0	            119.8	             18.9
           39.0	           74.0	                 823	           -160.0	          5.2	            335	             -4.8	            147.3	               -3	            119.7	              7.6
           39.0	           74.0	                 824	           -160.0	          6.0	            304	             -1.4	            132.6	               19	            162.5	             79.6
           39.0	           74.0	                 831	           -160.0	          3.1	            306	             -5.9	            146.9	               -0	            144.3	             19.8
           39.0	           74.0	                 835	           -160.0	          6.1	            331	             -5.6	            156.3	               -3	            117.9	              4.6
           39.0	           74.0	                 839	           -160.0	          0.1	            314	             -8.0	            136.1	               -1	            141.5	             19.5
           39.0	           74.0	                 843	           -160.0	          4.3	            329	             -5.8	            163.0	                1	            122.4	              5.8
           39.0	           74.0	                 848	           -160.0	          4.3	            306	             -6.2	            160.1	               28	            155.1	             41.8
           39.0	           74.0	                 851	           -160.0	          1.1	            331	             -5.2	            155.7	               -0	            112.9	              2.7
